review_bucket,dayzer_bus,pano_bus,dayzer_kv,pano_kv,distance_km,name_score,voltage_score,topology_score,composite_score,propagation_score,match_stage,confidence_label,ambiguity_flag,latlon_baseline_pano_bus,graph_aware_pano_bus,review_label,review_notes
medium_confidence,MROW_SLR_S1,MROW_SLR_34KV_1,34.5,34.5,16.09976987,0.6365384615,1,0.3238095238,0.6080244414,0.7677775978,top_ranked_unpropagated,medium,FALSE,PEARSAL2_13KV_1,MROW_SLR_34KV_1,0,
medium_confidence,THOUSE__5,THSES_345KV_2,345,345,10.2625622,0.3428571429,1,0.8,0.675300315,0.7672162268,propagated,medium,FALSE,BYLOR_138KV_1,THSES_345KV_2,-1,
medium_confidence,OLNEY8,OLN_138KV_1,138,138,12.05126443,0.2823529412,1,0.5333333333,0.5914769155,0.7558633791,top_ranked_unpropagated,medium,FALSE,TRINITY_34KV_2,OLN_138KV_1,0,
medium_confidence,BULLARD_8,BUPOI_138KV_1,138,138,19.72665608,0.2181818182,1,0.8,0.5764280057,0.7450281641,top_ranked_unpropagated,medium,FALSE,TSVLP_138KV_1,BUPOI_138KV_1,-1,
medium_confidence,SHPRD_RD,K5_138KV_1,138,138,14.80829761,0.06666666667,1,0.8333333333,0.5764081367,0.7450138584,top_ranked_unpropagated,medium,FALSE,X2_138KV_1,K5_138KV_1,-1,
medium_confidence,HONDO,F3_138KV_1,138,138,12.65079763,0,1,0.8,0.5693722392,0.7399480122,top_ranked_unpropagated,medium,FALSE,HONDOCS_69KV_1,F3_138KV_1,-1,
medium_confidence,WEBSTR_C63_8,WEB_138KV_1,138,138,9.939892991,0.3130434783,1,0.2285714286,0.5564820269,0.7306670594,top_ranked_unpropagated,medium,FALSE,TNNALVIN_138KV_1,WEB_138KV_1,0,
medium_confidence,PILGRM06T2_8,PJ_138KV_3,138,138.1,9.175094394,0.1636363636,0.65,0.8,0.553030169,0.7281817217,top_ranked_unpropagated,medium,FALSE,HASTINGS_138KV_1,PJ_138KV_3,-1,
medium_confidence,PAVLOV4B,PAVLOV_138KV_2,138,138.1,15.11613444,0.3272727273,0.65,0.8,0.5452076617,0.7225495164,top_ranked_unpropagated,medium,FALSE,CLEMVILL_69KV_1,PAVLOV_138KV_2,-1,
medium_confidence,BENDAVIS_5,BNDVS_345KV_1,345,345,8.475721553,0.3652173913,1,0.66,0.6696735157,0.7211649313,top_ranked_unpropagated,medium,FALSE,RCLNS_138KV_1,BNDVS_345KV_1,0,
medium_confidence,HILLCTY4_8,H1_138KV_1,138,138,17.08280411,0.18,1,0.6,0.5426947013,0.720740185,top_ranked_unpropagated,medium,FALSE,M3_138KV_1,H1_138KV_1,0,
medium_confidence,L_KENDAL8_2Y,KENDAL_138KV_1,138,138,11.10167327,0.3692307692,1,0.4696428571,0.608443534,0.7190793445,top_ranked_unpropagated,medium,FALSE,CYPRCR_138KV_1,KENDAL_138KV_1,0,
ambiguous,PEARSAL_ENG1,PEARSAL2_13KV_1,13.8,13.8,0.132826185,0.45,1,0.4,0.7405142087,0.8631702302,top_ranked_unpropagated,ambiguous,TRUE,PEARSAL2_13KV_3,PEARSAL2_13KV_1,0,
ambiguous,L_KUNITZ8_1Y,,138,138,28.07110545,0.1785714286,1,0.5333333333,0.4750260642,0.6720187662,one_to_one_conflict,ambiguous,TRUE,KUNITZ_138KV_1,,,
ambiguous,HAY_HAYSENG8,,345,21,0.2344004735,0.288,0,0.4,0.4485045165,0.6529232519,one_to_one_conflict,ambiguous,TRUE,HAYSEN_21KV_3,,,
ambiguous,BOG_T2T,,12.47,12.47,0.924801224,0.4904411765,1,0.85,0.8290541105,0.5969189595,one_to_one_conflict,ambiguous,TRUE,SL_12KV_8,,,
ambiguous,BOG_T6T,,12.47,12.47,1.086312308,0.4904411765,1,0.8571428571,0.8281788044,0.5962887392,one_to_one_conflict,ambiguous,TRUE,SL_12KV_8,,,
ambiguous,WFCOGE_UNIT1,WFCOGEN_13KV_1,13.2,13.2,0.06103765051,0.4442307692,1,0.8,0.8201435232,0.5905033367,top_ranked_unpropagated,ambiguous,TRUE,WFCOGEN_13KV_2,WFCOGEN_13KV_1,1,
ambiguous,MAVCRK_W_5,MAVCRK_W_345KV_1,345,345,4.344622002,0.5615384615,1,0.8235294118,0.7965136892,0.5734898562,top_ranked_unpropagated,ambiguous,TRUE,MAVCRK_E_34KV_2,MAVCRK_W_345KV_1,1,
ambiguous,DENDR1_8,,138,138,0.03043949746,0.45,1,0.5333333333,0.7687104215,0.5534715035,one_to_one_conflict,ambiguous,TRUE,DENDR_138KV_1,,,
ambiguous,OAKHILL2_T8,OAKT2_138KV_1,138,138,2.033711255,0.3375,1,0.8,0.7653690627,0.5510657252,top_ranked_unpropagated,ambiguous,TRUE,OAKT1_138KV_1,OAKT2_138KV_1,1,
ambiguous,BENDER_X86T8,DKR_138KV_1,138,138,1.642976478,0.2086956522,1,0.8,0.7385143715,0.5317303475,top_ranked_unpropagated,ambiguous,TRUE,DKR_138KV_1,DKR_138KV_1,1,
ambiguous,FOR_FORMOSG8,,12.47,12.47,0.8453106931,0.2769230769,1,0.6533333333,0.7374819963,0.5309870373,one_to_one_conflict,ambiguous,TRUE,FORMOSA_13KV_7,,,
ambiguous,ODEHV2_1,QALSW_1KV_2,1,1,1.327517035,0.2763157895,1,0.6431818182,0.7284490362,0.5244833061,top_ranked_unpropagated,ambiguous,TRUE,OECCS_18KV_1,QALSW_1KV_2,1,
ambiguous,WORTHAM1_9,,69,69,6.282575213,0.3772727273,1,0.8,0.7234456734,0.5208808849,one_to_one_conflict,ambiguous,TRUE,WRTHM_69KV_1,,,
ambiguous,TRA1_8,IRVHF_138KV_1,138,138,3.645886026,0.2394736842,1,0.8,0.719875235,0.5183101692,top_ranked_unpropagated,ambiguous,TRUE,LIGSW_13KV_1,IRVHF_138KV_1,1,
ambiguous,WALNUTCK,,138,138,3.278568984,0.2,1,0.8,0.7146408257,0.5145413945,one_to_one_conflict,ambiguous,TRUE,PEDERNAL_138KV_1,,,
ambiguous,CLFK2A,BELKNAP_69KV_1,69,69,2.945365827,0.18,1,0.8,0.7139187182,0.5140214771,top_ranked_unpropagated,ambiguous,TRUE,BELKNAP_69KV_2,BELKNAP_69KV_1,1,
ambiguous,LEWISVLSW8_1,,138,138,1.117960413,0.4485,1,0.3353846154,0.712892593,0.5132826669,one_to_one_conflict,ambiguous,TRUE,LWSVS_138KV_1,,,
ambiguous,ABLSPRG_T8,RWALS_138KV_1,138,138,0.7719855943,0.2608695652,1,0.5333333333,0.7105249118,0.5115779365,top_ranked_unpropagated,ambiguous,TRUE,RWALE_138KV_1,RWALS_138KV_1,1,
ambiguous,DSKYW2,,138,138,2.708829613,0.3227272727,1,0.5666666667,0.706014232,0.508330247,one_to_one_conflict,ambiguous,TRUE,DSKYTAP2_138KV_1,,,
ambiguous,ORAN1_9,ORANS_69KV_1,69,69,8.096609737,0.3657894737,1,0.8133333333,0.7042409996,0.5070535197,top_ranked_unpropagated,ambiguous,TRUE,GRAHAM_69KV_1,ORANS_69KV_1,-1,
ambiguous,BRINKER,,138,138,6.676730693,0.3130434783,1,0.8,0.7031121221,0.5062407279,one_to_one_conflict,ambiguous,TRUE,BIRSW_345KV_1,,,
ambiguous,SARGT_1T8,,138,138,7.021239879,0.3227272727,1,0.8,0.7018638519,0.5053419734,one_to_one_conflict,ambiguous,TRUE,DEALY_138KV_1,,,
ambiguous,ROCKHOUND2_3,RCKSW_13KV_1,13.8,13.8,6.14025805,0.25,1,0.8,0.6931923328,0.4990984796,top_ranked_unpropagated,ambiguous,TRUE,MDGLF_69KV_1,RCKSW_13KV_1,-1,
ambiguous,ROSNBG_S60_8,,138,138,3.424659075,0.1043478261,1,0.8,0.6888745339,0.4959896644,one_to_one_conflict,ambiguous,TRUE,PLK_138KV_1,,,
ambiguous,LIGGETTA1_8,,138,138,2.653454076,0.25,1,0.5555555556,0.6863366137,0.4941623619,one_to_one_conflict,ambiguous,TRUE,INAIR_138KV_1,,,
