market_constraint,dayzer_constraint,pano_constraint,pano_confidence,dayzer_confidence,pano_score,dayzer_score,pano_ambiguous,dayzer_ambiguous
CARNEGIE 138 KV CARNEGIE-TIDD 138 KV,CARNEGIE_138 KV_CAR-TID:345/138.Tidd.C,CARNEGIE138 KV  CAR-TID,medium,medium,0.6019,0.6194,True,False
GLENDON 115 KV GLENDON-HOSENSAC 914,GLENDON_115 KV_GLE-HOS:ACTUAL,HOSENSME 115KV - GLENDON 115KV (GLENDON 115 KV GLE-HOS),high,medium,0.7949,0.545,True,True
SWLIMA  138 KV  SWL-WMO1,SWLIMA_138 KV_SWL-WMO1:ACTUAL,SWLIMA 138KV - WMOULTON 138KV (SWLIMA 138 KV SWL-WMO1),high,medium,0.835,0.5786,False,False
MARTINSC69 KV   MAR-NAZ2,HEBRON_69 KV_HEB-MAR:ACTUAL,MARTINSC69 KV   MAR-NAZ2,high,low,0.7071,0.3595,False,True
DECATUR JUNCTION - EAST MAIN STREET 138 KV L/O ADM NORTH - MT ZION 138 KV,1522A TP_138 KV_1522 1:ADM North - Mt Zion 138 kV,1522A TP 138KV - EAST MAI 138KV (1522A TP 138 KV 1522   1),medium,low,0.502,0.4154,True,False
DARROW  138 KV  DAR-02T1,DARROW_138 KV_DAR-02T1:ACTUAL,DARROW 138KV - 02TEREX 138KV (DARROW 138 KV DAR-02T1),medium,medium,0.5917,0.6119,False,False
MTSTORM4_500KVMTS-PRU_1_LN,MTSTORM4_500 KV_MTS-PRU:ACTUAL,PRUNTYTO 500KV - MTSTORM4 500KV (MTSTORM4 500 KV MTS-PRU),medium,low,0.4722,0.25,False,True
ARMSTRON 138 KV ARMSTRON-BURMA ARG-BM,ARMSTRON_138 KV_ARM-BUR:ARMSTRONG-KISSIJCT-BURMA-KARNSCITY (APS),ARMSTRON 138KV - BURMA 138KV (ARMSTRON 138 KV ARM-BUR),high,medium,0.8,0.4542,False,True
EPALMERT_230KVEPA-HAR_1_LN,EPALMERT_230 KV_EPA-HAR:ACTUAL,HARWOOD 230KV - EPALMERT 230KV (EPALMERT 230 KV EPA-HAR),medium,low,0.4722,0.25,False,True
BRISTERS230 KV  2101A,BRISTERS_230 KV_2101A:L500.Loudoun-Morrisville.569,BRISTERS 230KV - NOKESVIL 230KV (BRISTERS 230 KV 2101A),medium,low,0.5952,0.2929,False,True
BARTONVI 138 KV BARTONVI-MEADOWBR MSW1,BARTONVI_138 KV_BAR-LONG:ACTUAL,BARTONVI138 KV  BAR-MEA,high,low,0.7879,0.35,False,True
FIFTHAVE138 KV  FIF-HES1,FIFTHAVE_138 KV_FIF-HES1:ACTUAL,FIFTHAVE 138KV - HESS 138KV (FIFTHAVE 138 KV FIF-HES1),medium,low,0.6944,0.4357,False,False
BED-BLA CONTINGENCY 50,BED-BLA contingency 45 MtStorm.U2,BED-BLA contingency 50,high,low,0.8,0.425,False,True
AXTONAEP 765 KV AXTONAEP . 1 XFORMER,AXTONAEP_765 KV_. 1:ACTUAL,AXTONAEP 765KV - AXTONAEP 138KV (AXTONAEP 765 KV .  1),medium,low,0.6167,0.35,True,False
MCCARTER230 KV  MCC-STA,MCCARTER_230 KV_MCC-STA:345/230.Linden.345-1,MCCARTER230 KV  MCC-STA,high,medium,0.71,0.4643,True,True
COLLEGEC 138 KV COLLEGEC-COLLINSV,COLLEGEC_138 KV_COL-COL6:ACTUAL,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),high,medium,0.8667,0.4833,False,True
BIGPINET138 KV  BIG-KIS,BIGPINET_138 KV_BIG-KIS:ACTUAL,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),high,medium,0.7045,0.4607,True,True
CHATFIEL138 KV  CHA-MEL,CHATFIEL_138 KV_CHA-MEL:L345.SouthBerwick-FostoriaCentral,MELMORE 138KV - CHATFIEL 138KV (CHATFIEL 138 KV CHA-MEL),high,low,0.7045,0.4008,False,True
KEYSTONE 230 KV KEYSTONE-SHELOCTA KHC 2014,KEYSTONE_230 KV_KEY-SHE:ACTUAL,KEYSTONE 230KV - SHELOCTA 230KV (KEYSTONE 230 KV KEY-SHE),high,medium,0.8351,0.4682,False,True
HUNTERST500 KV  1 BANK,TMI_500 KV_1 BANK:ACTUAL,TMI     500 KV  1 BANK,medium,low,0.4667,0.43,True,True
APSOUTH CONTINGENCY 64,APSOUTH contingency 33 Chesterfield.U6,APSOUTH contingency 20,high,low,0.7446,0.3667,False,True
BUTL APS 138 KV BUTL APS-CABOT BT-CAB-E,BUTL APS_138 KV_BUT-CABE:L500.Cabot-Cranberry,CABOT 138KV - BUTL APS 138KV (BUTL APS 138 KV BUT-CABE),high,medium,0.8133,0.4989,False,True
MASTER-NPHILADE 220-44 B 230 KV,MASTER_230 KV_MAS-NPH:ACTUAL,NPHILADE 230KV - MASTER 230KV (MASTER 230 KV MAS-NPH),high,medium,0.9111,0.5417,False,True
HILLCRES138 KV  HIL-WAY2,HILLCRES_138 KV_HIL-WAY2:345/138.AllenIM.T1,WAYNEDAL 138KV - HILLCRES 138KV (HILLCRES 138 KV HIL-WAY2),high,low,0.7,0.4,False,False
EDGEWATE 138 KV EDGEWATE-LOYALHAN SH-LH,EDGEWATE_138 KV_EDG-LOY:ACTUAL,LOYALHAN 138KV - EDGEWATE 138KV (EDGEWATE 138 KV EDG-LOY),high,low,0.8,0.4394,True,True
MARDELA-VIENNA 6708-1 A 69 KV,MARDELA_69 KV_MAR-VIE:L138.Loretto-Vienna.13780,VIENNA 69KV - MARDELA 69KV (MARDELA 69 KV MAR-VIE),high,medium,0.9278,0.575,False,True
EDISON2 138 KV  EDI-GRA,EDISON2_138 KV_EDI-OLI1:345/138.Twinbranch.6 & 7,EDISON2 138 KV  EDI-GRA,high,low,0.975,0.4357,False,True
NORTHEAS_230KVNOR-RAP7_1_LN,NORTHEAS_230 KV_NOR-RAP7:L230.Conastone-Northwest.2310,RAPHAERD 230KV - NORTHEAS 230KV (NORTHEAS 230 KV NOR-RAP7),medium,low,0.4722,0.2,False,True
KENTN_LG_138KVKEN-SARD_1_LN,KENTN_LG_138 KV_KEN-SARD:L345.Spurlock-NorthClark,KENTN_LG 138KV - SARDINIA 138KV (KENTN_LG 138 KV KEN-SARD),medium,low,0.5227,0.25,False,True
SHERWOOD115 KV  91C,SHERWOOD_115 KV_91C:L500.MtStorm-Valley.550,TRANSCO 115KV - SHERWOOD 115KV (SHERWOOD 115 KV 91C),medium,low,0.5952,0.2929,False,True
ELDRED_T1_2302_XF,SCADIZ_138 KV_T1_XF:ACTUAL,SCADIZ  138 KV  T1_XF,low,low,0.3333,0.3857,True,False
JOHNSONM-OTTER B 138 KV,JOHNSONM_138 KV_JOH-OTT1:765/138.JoshuaFalls.1,OTTER 138KV - JOHNSONM 138KV (JOHNSONM 138 KV JOH-OTT1),medium,medium,0.63,0.4833,True,True
FTSLOCUM69 KV   FTS-TAK7,FTSLOCUM_69 KV_FTS-TAK7:ACTUAL,FTSLOCUM69 KV   FTS-TAK7,high,low,0.7696,0.4357,False,True
NPROCTO2138 KV  NPR-SPO1,NPROCTO2_138 KV_NPR-SPO1:L345.Tristate-Baker + 345/138.Tristate.23,NPROCTO2 138KV - SPOINT 138KV (NPROCTO2 138 KV NPR-SPO1),medium,low,0.55,0.2222,False,True
BECO-PARAGNPK 2207A         A  230 KV,BECO_230 KV_BEC-DTC:L230.Brambleton-PolandRoad.2183,BECO 230KV - PARAGNPK 230KV (BECO 230 KV BEC-PARA),high,low,0.7045,0.2611,False,True
HUNTERST230 KV  TR2,HUNTERST_230 KV_TR2:230/115.Jackson.T5,HUNTERST230 KV  REACT,medium,low,0.69,0.3167,True,True
1 LASALL 138 KV 1 LASALLE C 38TR81 CT,1 LASALL_138 KV_TR81CT-S:ACTUAL,1 LASALL138 KV  TR81CT-S,medium,medium,0.4833,0.4561,True,False
GREENFOE 138 KV GREENFOE-NASA,GREENFOE_138 KV_GRE-NAS1:ACTUAL,GREENFOE 138KV - NASA 138KV (GREENFOE 138 KV GRE-NAS1),high,medium,0.88,0.4833,False,True
REDLION_T4_50051_XF,REDLION_500 KV_50:ACTUAL,REDLION 500KV - REDLION 230KV (REDLION 500 KV 51),low,low,0.4167,0.2,False,True
MITCHELL 138 KV MITCHELL-SHEPLJCT MI-SLJ,MITCHELL_138 KV_MIT-SHE:CHARLERO-MITCHELL (APS),SHEPLJCT 138KV - MITCHELL 138KV (MITCHELL 138 KV MIT-SHE),high,low,0.8,0.4429,False,True
AMOS 765 KV AMOS 6 XFORMER,AMOS_765 KV_6:ACTUAL,AMOS     6        XFORMER   H  765 KV,high,low,0.875,0.4,False,True
HOPEWEL4230 KV  228A,HOPEWEL4_230 KV_228A:ACTUAL,HOPEWEL4230 KV  211A,medium,low,0.5286,0.2,False,True
POLANDRD230 KV  2183A,POLANDRD_230 KV_2183A:500/230.PleasantView.T3,BRAMBLET 230KV - POLANDRD 230KV (POLANDRD 230 KV 2183A),medium,low,0.5952,0.3167,False,True
DUMFRIES_230KV2022B_1_LN,DUMFRIES 230-POSSUMP4 230,DUMFRIES 230KV - LAKRIDGE 230KV (DUMFRIES 230 KV 2022B),low,low,0.3929,0.2,False,True
BERWICK 69 KV BERWICK-KOONSVIL,HUNLOCK_69 KV_HUN-KOO:ACTUAL,BERWICK 69 KV   BER-KOO,high,low,0.8952,0.295,True,True
ALLLUD4J 138 KV ALLLUD4J-ALLDAM6 ALJ-ALL,ALLLUD4J_138 KV_ALJ-ALL:ACTUAL,ALLDAM6 138KV - ALLLUD4J 138KV (ALLLUD4J 138 KV ALJ-ALL),high,medium,0.8667,0.5083,False,True
110 DEVO-11415 11415 2 B 138 KV,110 DEVO_138 KV_11414 2:ACTUAL,110 DEVO-11415    11415 2   B  138 KV,medium,low,0.5405,0.44,True,True
PLEASNTV 203T274      CB       230 KV,BEAUMEAD 274T2130 CB 230 KV L230.EVERGREENMILLS-BRABLETON.2172,PLEASNTV L3T203       CB       230 KV,medium,low,0.5933,0.3411,True,True
0901_09013809013_1_LN,BONDRNT6_345 KV_LN 4692:ACTUAL,0704_07013807043_1_LN,medium,low,0.5,0.3167,True,True
MIAMIFOR_138KVMIA-08W1_1_LN,MIAMIFOR_138 KV_MIA-08W1:ACTUAL,MIAMIFOR 138KV - WILLEY 138KV (MIAMIFOR 138 KV MIA-08W1),low,low,0.2222,0.3167,True,True
TRENTON2138 KV  TRE-COL1,TRENTON2_138 KV_TRE-COL1:ACTUAL,COLLEGEC 138KV - TRENTON2 138KV (TRENTON2 138 KV TRE-COL1),medium,low,0.5667,0.2857,True,True
KEENEY  138 KV  13822,KEENEY_138 KV_13822:ACTUAL,KEENEY  138 KV  13822,high,medium,0.98,0.4833,False,False
YUKON 500 KV YUKON TRAN 3 XFORMER,YUKON_500 KV_TRAN 7:500/138.Yukon.TR5,YUKON    TRAN  4  XFORMER   H  500 KV,high,medium,0.9175,0.4833,True,True
66 E FRN 345 KV 66 E FRN TR83CT-P XFORMER,66 E FRN_345 KV_TR83CT-P:ACTUAL,66 E FRN 345KV - 66 E FRN 1KV (66 E FRN 345 KV TR83CT-P),high,medium,0.7905,0.5136,False,True
EASTVILL_69KVEAS-KEN_1_LN,EASTVILL_69 KV_EAS-KEN:ACTUAL,KENDLGRV 69KV - EASTVILL 69KV (EASTVILL 69 KV EAS-KEN),low,low,0.2222,0.3,True,True
LONGCREE138 KV  LON-MEAD,LONGCREE_138 KV_LON-MEAD:L500.Bedington-BlackOak,MEADOWBR 138KV - LONGCREE 138KV (LONGCREE 138 KV LON-MEAD),high,low,0.7045,0.4008,False,False
SHAWVILL115 KV  BNK 1A-S,SHAWVILL_115 KV_BNK 1A-S:ACTUAL,SHAWVILL 1KV - SHAWVILL 115KV (SHAWVILL 115 KV BNK 1A-S),high,medium,0.75,0.4833,True,True
185 TOLL 345 KV 185 TOLLWAY 45TR83 CT,185 TOLL_345 KV_TR83CT-P:L138.79Spaulding-7915-144Wayne.7915,185 TOLL 345KV - 185 TOLL 1KV (185 TOLL 345 KV TR83CT-P),high,low,0.7071,0.3808,False,True
CURRYVIL115 KV  CUR-SAX,CURRYVIL_115 KV_CUR-SAX:ACTUAL,CURRYVIL 115KV - SAXTON 115KV (CURRYVIL 115 KV CUR-SAX),high,medium,0.7,0.4579,False,True
PHILIPSB_115KVPHI-SHA_1_LN,PHILIPSB_115 KV_PHI-SHA:ACTUAL,PHILIPSB 115KV - SHAWVILL 115KV (PHILIPSB 115 KV PHI-SHA),low,low,0.2222,0.3,True,True
BURMA 115 KV BURMA-PINEY BA,BURMA_115 KV_BUR-PIN:ACTUAL,BURMA 115KV - PINEY 115KV (BURMA 115 KV BUR-PIN),high,medium,0.8667,0.5,True,True
HIGHRIDG230 KV  HIG-SAN1,HIGHRIDG_230 KV_HIG-SAN1:ACTUAL,HIGHRIDG230 KV  HIG-HOW,high,low,0.7333,0.4357,True,True
CHARLERO 138 KV CHARLERO-DRYRUN MI-CH-1,CHARLERO_138 KV_CHA-DRY:CHARLERO-MITCHELL (APS),CHARLERO 138KV - DRYRUN 138KV (CHARLERO 138 KV CHA-DRY),high,low,0.8,0.4429,False,True
HOYTDAL2 138 KV HOYTDAL2-MAPLEOE,HOYTDAL2_138 KV_HOY-MAP1:ACTUAL,HOYTDAL2 138KV - MAPLEOE 138KV (HOYTDAL2 138 KV HOY-MAP1),high,medium,0.8667,0.4833,False,True
HARMONY 230 KV HARMONY-KEENEY 23013,HARMONY_230 KV_HAR-KEE0:Harmony-Keeney.23013,KEENEY 230KV - HARMONY 230KV (HARMONY 230 KV HAR-KEE3),high,medium,0.9172,0.525,False,False
LEOLA   138 KV  LEO-SAK2,LEOLA_138 KV_LEO-SAK2:ACTUAL,SAKRON 138KV - LEOLA 138KV (LEOLA 138 KV LEO-SAK2),medium,medium,0.585,0.6119,False,False
ETNFERDP115 KV  EAT-KERR,CLOUD_115 KV_CLO-KERR:L500.Cloverdale-Lexington.566,ETNFERDP115 KV  EAT-KERR,high,low,0.7167,0.2944,False,True
CASHCNDP230 KV  2135A,CASHCNDP_230 KV_2135A:500/230.NorthAnna.TX5,CASHCNDP230 KV  2135A,medium,low,0.6786,0.3167,False,True
OTTER 138 KV OTTER-ALTAVIST,OTTER_138 KV_OTT-ALT1:ACTUAL,ALTAVSTA 138KV - OTTER 138KV (OTTER 138 KV OTT-ALT1),high,medium,0.7833,0.525,False,True
81 TOULON - 3 POWERTON 138 KV,74 KEWAN_138 KV_BTIE Z1:L138.Powerton-Toulon.0321,3 POWERTON-81 TOULON 0321   B  138 KV,high,low,0.725,0.4,False,False
CHURCH 69 KV CHURCH-NEWMERED 6704-1,CHURCH_69 KV_CHU-NME:ACTUAL,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME),high,medium,0.9214,0.545,False,True
CHURCH 69 KV CHURCH-NEWMERED 6704-1,CHURCH_69 KV_CHU-NME:ACTUAL,CHURCH 69KV - NEWMERED 69KV (CHURCH 69 KV CHU-NME),high,medium,0.9214,0.545,False,True
BEECHROA138 KV  BEE-TWI1,BEECHROA_138 KV_BEE-TWI1:ACTUAL,TWINBRAN 138KV - BEECHROA 138KV (BEECHROA 138 KV BEE-TWI1),low,medium,0.4444,0.4757,False,False
CECI APS138 KV  CEC-HOU,CECI APS_138 KV_CEC-HOU:ACTUAL,CECI APS138 KV  CEC-CRO,medium,medium,0.585,0.55,False,False
BENTMOUN138 KV  BEN-CLE1,BENTMOUN_138 KV_BEN-CLE1:ACTUAL,BENTMOUN 138KV - CLEARBRO 138KV (BENTMOUN 138 KV BEN-CLE1),medium,low,0.6944,0.4357,False,True
APSOUTH CONTINGENCY 72,APSOUTH contingency 6 CONEMAUGH KEYSTONE 500 LINE,APSOUTH contingency 72,high,low,0.7833,0.3778,False,True
SMITHBUR ED   CB               230 KV,BEAUMEAD 274T2206 CB 230 KV:L230.EVERGREENMILLS-YARLEYRIDGE.2209,SMITHBUR ED   CB               230 KV,high,low,0.98,0.2975,False,True
ROCKTONM 115 KV ROCKTONM-SHAWVILL SD 1076,ROCKTONM_115 KV_ROC-SHA:ACTUAL,SHAWVILL 115KV - ROCKTONM 115KV (ROCKTONM 115 KV ROC-SHA),medium,medium,0.5906,0.49,True,True
ALLENIM 138 KV  ALL-TIL,ALLENIM_138 KV_ALL-TIL:ACTUAL,TILLMAN 138KV - ALLENIM 138KV (ALLENIM 138 KV ALL-TIL),high,medium,0.8417,0.6008,False,False
GARDNERS 115 KV GARDNERS-TEXSEAST GAR-TEX,GARDNERS_115 KV_GAR-TEX:ACTUAL,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX),high,medium,0.8769,0.5033,True,True
114_NORT_114138I11417_1_LN,114 NORT_138 KV_11411 1:ACTUAL,114_NORT_114138I11417_1_LN,medium,low,0.5,0.2667,False,True
18 WILL 138 KV  0905 4,18 WILL_138 KV_0905 4:ACTUAL,0905 138KV - 18 WILL 138KV (18 WILL 138 KV 0905 4),high,medium,0.8,0.4833,False,True
BUCKSKIN69 KV   BUC-GRE1,BUCKSKIN_69 KV_BUC-GRE1:ACTUAL,BUCKSKIN 69KV - GREENFIE 69KV (BUCKSKIN 69 KV BUC-GRE1),high,low,0.7,0.4357,False,True
HILLBURN_69KVHIL-SMA_1_LN,HILLBURN_69 KV_HIL-SMA:345/138.SouthMahwah.BK258,HILLBURN 69KV - SMAWA 69KV (HILLBURN 69 KV HIL-SMA),medium,low,0.4722,0.2222,False,True
ENTRPRIS230 KV  2186A,ENTRPRIS_230 KV_2186A:ACTUAL,SHELHORN 230KV - ENTRPRIS 230KV (ENTRPRIS 230 KV 2186A),medium,low,0.5952,0.35,False,False
NMESHOPP 230 KV NMESHOPP 4TX 230 CB CB,NMESHOPP_230 KV_#3 TX:ACTUAL,NMESHOPP 230KV - NMESHOPP 115KV (NMESHOPP 230 KV 4 TX),medium,low,0.6889,0.425,True,True
HOOVERSV 230 KV HOOVERSV 3 TX 1 XFORMER,HOOVERSV_230 KV_3 TX 1:ACTUAL,HOOVERSV 230KV - HOOVERSV 115KV (HOOVERSV 230 KV 3 TX  1),high,medium,0.7,0.4539,False,True
NEWCARLI138 KV  NEW-PLE,NEWCARLI_138 KV_NEW-PLE:ACTUAL,NEWCARLI 138KV - PLETCHER 138KV (NEWCARLI 138 KV NEW-PLE),high,medium,0.7045,0.4607,False,True
CHARLERO138 KV  CHA-YUK,CHARLERO_138 KV_CHA-YUK:L500.Cabot-Keystone.5002,YUKON 138KV - CHARLERO 138KV (CHARLERO 138 KV CHA-YUK),high,low,0.7045,0.4008,False,True
MILFORD 230 KV MILFORD-STEELE 23076,MILFORD_230 KV_MIL-STE:ACTUAL,STEELE 230KV - MILFORD 230KV (MILFORD 230 KV MIL-STE),high,medium,0.9214,0.545,False,True
CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-GAR:ACTUAL,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),high,medium,0.9345,0.5833,False,True
FALLCREE138 KV  FAL-NEW1,FALLCREE_138 KV_FAL-NEW1:L765.Marysville-Sorenson,NEWCAST2 138KV - FALLCREE 138KV (FALLCREE 138 KV FAL-NEW1),medium,low,0.6944,0.3722,False,False
RICHLND 138 KV  TR-5,RICHLND_138 KV_TR-1:ACTUAL,RICHLND 138KV - RICHLND 13.8KV (RICHLND 138 KV TR-5),high,medium,0.819,0.55,False,True
TRISTATE345 KV  1,66 E FRN_345 KV_11601:ACTUAL,21 KINCA345 KV  2105,low,low,0.2167,0.2167,True,True
FALLS 138 KV FALLS -STEELTAP FAL-STE,FALLS_138 KV_FAL-STE:ACTUAL,FALLS 138KV - STEELTAP 138KV (FALLS 138 KV FAL-STE),high,medium,0.9214,0.545,False,False
08LAPLJT138 KV  08L-SAN1,08LAPLJT_138 KV_08L-SAN1:ACTUAL,08LAPLJT138 KV  08L-SAN1,medium,low,0.69,0.4357,True,True
KEYSTONE 230 KV KEYSTONE 4 TX-S XFORMER,KEYSTONE_230 KV_4 TX-S:500/230.Keystone.T3,KEYSTONE 1KV - KEYSTONE 230KV (KEYSTONE 230 KV 4 TX-S),high,medium,0.775,0.5167,True,True
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 977-1,MIDDLJCT_115 KV_MID-YOR7:ACTUAL,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR7),medium,medium,0.63,0.5119,True,False
20 BRAID 345 KV 20 BRAID-66 E FRN 2003,66 E FRN_345 KV_6607:ACTUAL,20 BRAID-66 E FRN 2003      A  345 KV,high,low,0.8952,0.4357,False,True
BEDINGTON - BLACK OAK REACTIVE TRANSFER INTERFACE,TRANSFER INTERFACE: BED-BLA:500/138.Bedington.T2 + 500.Cap.2&3 (Sctnlz),TRANSFER INTERFACE: BED-BLA,medium,low,0.6048,0.3412,False,True
CATOCTIN138 KV  CAT-GAR,CATOCTIN_138 KV_CAT-GAR:ACTUAL,CATOCTIN138 KV  CAT-RIN,medium,medium,0.55,0.4929,True,False
BUFFINGT345 KV  46,66 E FRN_345 KV_11601:ACTUAL,BUFFINGT345 KV  45,high,low,0.7167,0.2167,False,True
CARTANZA_T2_230AT2_XF,STIFFIN_138 KV_T2 XF:ACTUAL,CARTANZA 69KV - CARTANZA 230KV (CARTANZA 230 KV AT2),low,low,0.425,0.25,True,True
66 E FRN138 KV  6606 1,66 E FRN_138 KV_6606 1:ACTUAL,66 E FRN138 KV  TR83CT-S,medium,low,0.5333,0.4,True,True
NAPLNN 138 KV NAP-MID,NAPLNN_138 KV_NAP-MID:ACTUAL,MIDWAYTE 138KV - NAPLNN 138KV (NAPLNN 138 KV NAP-MID),high,medium,0.8417,0.6008,False,False
COOLSPRI69 KV   COL-HAR,COOLSPRI_69 KV_COL-HAR:ACTUAL,COOLSPRI 69KV - HARBESON 69KV (COOLSPRI 69 KV COL-HAR),medium,medium,0.46,0.4929,True,False
D_C_GEN_138KVDCG-TODD_1_LN,D_C_GEN_138 KV_DCG-TODD:ACTUAL,TODDHUNT 138KV - D_C_GEN 138KV (D_C_GEN 138 KV DCG-TODD),low,low,0.2727,0.35,True,False
AEP-DOM CONTINGENCY 47,AEP-DOM contingency 17 Amos.U1U2U3,AEP-DOM contingency 21,high,low,0.7629,0.415,False,True
ALDENE 230 KV ALD-SPRG,ALDENE_230 KV_ALD-SPRG:ACTUAL,ALDENE  230 KV  ALD-SPRG,high,medium,0.73,0.6286,True,False
51_MC_CO_T6_345TR84_1_XF,51 MC CO_138 KV_5118 1:ACTUAL,51 MC CO 138KV - 5118 138KV (51 MC CO 138 KV 5118 1),low,low,0.25,0.3167,True,True
BIRCHWD 230 KV  BIR-COMO,BIRCHWD_230 KV_BIR-COMO:ACTUAL,BIRCHWD 230KV - COMORNDP 230KV (BIRCHWD 230 KV BIR-COMO),high,medium,0.8417,0.6008,False,False
HANOVER 69 KV   HAN-PAR,HANOVER_69 KV_HAN-PAR:ACTUAL,HANOVER 69KV - PARRISPL 69KV (HANOVER 69 KV HAN-PAR),high,medium,0.8417,0.6008,True,False
AP SOUTH REACTIVE TRANSFER INTERFACE,TRANSFER INTERFACE: APSOUTH:Chesterfield.U6,APSOUTH contingency 34,medium,low,0.4904,0.2962,True,True
EELKHART138 KV  EEL-MOT1,COREY_138 KV_COR-MOT1:ACTUAL,EELKHART138 KV  EEL-MOT1,high,low,0.9571,0.2929,False,True
HUFFMAN 138 KV  HUF-JAC1,VULCAN_138 KV_VUL-JAC1:ACTUAL,HUFFMAN 138 KV  HUF-JAC1,high,low,0.725,0.3262,True,True
CAROLINA115 KV  1010A,CAROLINA_115 KV_1010A:ACTUAL,PECAN 115KV - CAROLINA 115KV (CAROLINA 115 KV 1010A),medium,low,0.5917,0.35,False,False
144 WAYN 345 KV 144 WAYNE 45TR84 CT,144 WAYN_345 KV_TR84CT-P:L138.Wayne-WestChicago.14405 (SPOG 3-30),144 WAYN 345KV - 144 WAYN 1KV (144 WAYN 345 KV TR84CT-P),high,medium,0.7167,0.4643,False,True
PETERS 138 KV PETERS-UNIONJCT UNNJ-PTR,PETERS_138 KV_PET-UNI:ACTUAL,UNIONJCT 138KV - PETERS 138KV (PETERS 138 KV PET-UNI),high,medium,0.8303,0.4667,False,True
16914 138 KV 16914 -169 MCGI 16914 1,BERGEN_138 KV_REAC1339:ACTUAL,16914   -169 MCGI 16914 1   B  138 KV,high,low,0.7167,0.19,True,True
CONCORD 138 KV  CON-COU,CONCORD_138 KV_CON-COU:ACTUAL,CONCORD 138KV - COUNTRYS 138KV (CONCORD 138 KV CON-COU),medium,medium,0.5977,0.6286,True,False
FAIRLAWN 230 KV FAIRLAWN-WALDWICK O-2267,FAIRLAWN_230 KV_FAI-WAL:ACTUAL,WALDWICK 230KV - FAIRLAWN 230KV (FAIRLAWN 230 KV FAI-WAL),medium,medium,0.5906,0.4944,True,False
MAPLEOE 138 KV MAPLEOE-JACKSNOE,MAPLEOE_138 KV_MAP-JAC1:ACTUAL,JACKSNOE 138KV - MAPLEOE 138KV (MAPLEOE 138 KV MAP-JAC1),high,medium,0.9172,0.525,False,False
BEAV DUQ138 KV  BEA-RACT,BEAV DUQ_138 KV_BEA-RAC:Clinton (DUQ) 345/138 KV TRANSFORMER,BEAV DUQ138 KV  BEA-VAL,high,low,0.8295,0.4,True,True
SANDERSO138 KV  GSU1,CLINCHRI_138 KV_GSU1:Actual,SANDERSO 138KV - SANDERSO 13.8KV (SANDERSO 138 KV GSU1),medium,low,0.6067,0.35,False,True
FOURRIVR 230 KV FOURRIVR-STJOHNS4 256A,FOURRIVR_230 KV_256A:L500.Midlothian-NorthAnna.576,FOURRIVR 230KV - STJOHNS4 230KV (FOURRIVR 230 KV 256A),high,low,0.8321,0.3722,False,True
LADYSMTH500 KV  568A,LADYSMTH_500 KV_568A:ACTUAL,LADYSMTH 500KV - POSSUMP4 500KV (LADYSMTH 500 KV 568A),medium,low,0.6,0.35,False,True
MIDDLJCT 115 KV MIDDLJCT-YORKHAVE 978-1,MIDDLJCT_115 KV_MID-YOR8:ACTUAL,MIDDLJCT 115KV - YORKHAVE 115KV (MIDDLJCT 115 KV MID-YOR8),high,medium,0.8667,0.4833,True,True
SLEBANON230 KV  1BANK,SLEBANON_230 KV_1BANK:L230.Ironwood-NorthLebanon,SLEBANON 230KV - SLEBANON 69KV (SLEBANON 230 KV 1BANK),medium,low,0.6067,0.2929,False,True
NEVILTAP 138 KV NEVILTAP-SEWICKLY NEV-SEW,NEVILTAP_138 KV_NEV-SEW:L345.Tidd-Collier,SEWICKLY 138KV - NEVILTAP 138KV (NEVILTAP 138 KV NEV-SEW),high,low,0.8714,0.4427,False,True
GRANDPT 138 KV GRANDPT-GUILFORD,GRANDPT_138 KV_GRA-GUI:ACTUAL,GRANDPT 138KV - GUILFORD 138KV (GRANDPT 138 KV GRA-GUI),medium,medium,0.6778,0.5694,True,True
112 WILT 765 KV 112 WILTON 65TR93 CT,112 WILT_765 KV_TR93CT-P:765/345.Wilton.TR94,112 WILT 1KV - 112 WILT 765KV (112 WILT 765 KV TR93CT-P),high,medium,0.7071,0.4833,False,True
YORKANA 230 KV  BANK 1,YORKANA_230 KV_3 BANK:ACTUAL,YORKANA 230KV - YORKANA 115KV (YORKANA 230 KV BANK 1),high,medium,0.8333,0.59,False,True
EDWSFERY_230KV23111_1_LN,EDWSFERY_230 KV_23111:ACTUAL,DICKERSO 230KV - EDWSFERY 230KV (EDWSFERY 230 KV 23111),low,low,0.4167,0.2,False,True
94 HAURD-11323 11323 B 138 KV,94 HAURD_138 KV_96101:ACTUAL,94 HAURD-11323    11323     A  138 KV,medium,low,0.55,0.44,True,True
