market_index,market_record_id,market_constraint,dayzer_constraint,dayzer_confidence,dayzer_final_score,dayzer_ambiguity_flag,pano_constraint,pano_confidence,pano_final_score,pano_ambiguity_flag
129,10016743702,VERMILION-TILTON 138 KV L/O BUNSONVILLE-SIDNEY 345 KV,,low,0.45,True,Bunsonville 345/138 l/lo Sidney-Bunsonville 345,low,0.55,True
130,10000567678,18 WILL 138 KV 18 WILL -1808 1808 1,18 WILL_138 KV_0905 4:ACTUAL,low,0.683333,True,18 WILL 138 KV  1811 1,low,0.653571,True
131,10017039917,WEEDMAN_MAHOMET_138_FLO_CLINTON_OREAN,,low,0.298951,True,,low,0.455769,True
132,10000568994,GRANT 138 KV GRANT-GREENTO2,GRANT_138 KV_GRA-GRE1:ACTUAL,medium,0.726389,True,GREENTO2 138KV - GRANT 138KV (GRANT 138 KV GRA-GRE1),low,0.616364,True
133,10000579135,KAMMER2 138 KV KAMMER-NATRIUM,KAMMER2_138 KV_KAM-NAT:ACTUAL,low,0.663333,True,KAMMER2 138 KV  KAM-NAT,low,0.553864,True
134,10016883556,HIGHLAOE138 KV  HIG-COM1,HIGHLAOE_138 KV_HIG-COM1:ACTUAL,low,0.561429,True,HIGHLAOE 138KV - COMERC 138KV (HIGHLAOE 138 KV HIG-COM1),medium,0.732937,True
135,10002398274,HAVILAND138 KV HAV-TIM,HAVILAND138 KV HAV-TIM Susquehanna.U1 (for TLC),low,0.586154,True,HAVILAND138 KV  HAV-TIM,medium,0.749817,True
136,10002884156,1206    138 KV  1206 4,,low,0.25,True,,low,0.175,True
137,10004181793,BAGLEY  230 KV  BAG-GRAC,BAGLEY_230 KV_BAG-GRAC:500/230.WaughChapel.500-1,medium,0.767143,True,GRACETON 230KV - BAGLEY 230KV (BAGLEY 230 KV BAG-GRAC),high,0.875321,True
138,10002551034,981 CRES138 KV 7413,,low,0.17,True,3 POWERT138 KV  1352 1,low,0.505952,True
139,10000566521,DARLEYRD 69 KV DARLEYRD-NAAMANS 6835,DARLEYRD_69 KV_DAR-NAA:ACTUAL,low,0.637879,True,NAAMANS 69KV - DARLEYRD 69KV (DARLEYRD 69 KV DAR-NAA),high,0.894524,False
140,10016433477,OTTCRKPL230 KV  OTT-YOR,OTTCRKPL_230 KV_OTT-YOR:500/230.Conastone.500-4,low,0.581429,True,OTTCRKPL230 KV  OTT-SAF,medium,0.813889,False
141,10002498398,CONASTON 230 KV CON-GRAC,CONASTON_230 KV_CON-GRAC:500/230.WaughChapel.500-4,low,0.692045,True,CONASTON 230KV - GRACETON 230KV (CONASTON 230 KV CON-GRAC),medium,0.834524,True
142,10002905472,DEQUINE 345 KV  DEQ-FOWJ,DEQUINE_345 KV_DEQ-FOWJ:ACTUAL,medium,0.807143,False,FOWLERJC 345KV - DEQUINE 345KV (DEQUINE 345 KV DEQ-FOWJ),low,0.550833,True
143,10001837101,LINE 230 KV CEDARGRO-ROSELAND CED-ROSY,CEDARSUB_230 KV_CED-ROSY:L230.Roseland-William.S-2297,low,0.555,True,ROSELAND 230KV - CEDARSUB 230KV (CEDARSUB 230 KV CED-ROSY),medium,0.788269,True
144,10015744463,PIPECREE138 KV  MUL-PIP1,,low,0.311111,True,PIPECREE138 KV  MUL-PIP1,high,0.978571,False
145,10016737124,N COULTERVIL 138/230 KV L/O PRAIRIE STATE - W MT.VERNON 3,LAC N T3_138 KV_32291322:Prairie State-W Mt. Vernon 345,low,0.550658,True,N Coultervil 138/230 kV l/o Prairie State - W Mt.Vernon 3,high,0.95,False
146,10016821416,MERIDIAN-TWINBRAN           B  345 KV,,low,0.435,True,TWINBRAN 345KV - MERIDIAN 345KV (MERIDIAN 345 KV MER-TWI1),medium,0.775604,False
147,10016048685,MILLWDPL230 KV  MIL-SAK,MILLWDPL_230 KV_MIL-SAK:500/230.Conastone.500-4,low,0.581429,True,SAKRON 230KV - MILLWDPL 230KV (MILLWDPL 230 KV MIL-SAK),medium,0.737987,True
148,10000566511,COLORA 230 KV COLORA-CONOWING 220-88,COLORA_230 KV_COL-CON2:ACTUAL,low,0.692045,True,CONOWING 230KV - COLORA 230KV (COLORA 230 KV COL-CON2),high,0.93303,False
149,10000569684,WMOULTON 69 KV WMOULTON-09ST_MRY,WMOULTON_69 KV_WMO-09S1:ACTUAL,low,0.612727,True,WMOULTON 69KV - 09ST_MRY 69KV (WMOULTON 69 KV WMO-09S1),low,0.594048,True
150,10016835064,LAFAYETTE 138/230 KV TR1 L/O LAFAYETTE 138/230 TR4,,low,0.326471,True,,low,0.353333,True
151,10016743700,MONROE-LALLENDORF 345 KV L/O LULU 345 KV SUB,LULU_345 KV_LUL-MON:Monroe-Lallendorf 345 kV,low,0.582857,True,Monroe-Bayshore 345 kV l/o Lulu 345 kV Sub,medium,0.798889,False
152,10002233506,AP SOUTH REACTIVE TRANSFER INTERFACE,TRANSFER INTERFACE: APSOUTH:Chesterfield.U6,low,0.504545,True,,low,0.352273,True
153,10000565899,BAIR 115 KV BAIR-JACK ME 969-2,BAIR_115 KV_BAI-JAC:ACTUAL,low,0.62619,True,JACK ME 115KV - BAIR 115KV (BAIR 115 KV BAI-JAC),high,0.942004,True
154,10004277746,CANYON  230 KV  CAN-EAS,CANYON_230 KV_CAN-EAS:ACTUAL,medium,0.807143,False,ETOWANDA 230KV - CANYON 230KV (CANYON 230 KV CAN-EAS),low,0.550833,True
155,10016017601,ELIMA   138 KV  ELI-HAV1,ELIMA_138 KV_ELI-HAV1:ACTUAL,medium,0.767143,False,HAVILAND 138KV - ELIMA 138KV (ELIMA 138 KV ELI-HAV1),high,0.860357,False
156,10019094828,BEDINGTO_T1_500TRAN2_XF,,low,0.361364,True,,low,0.441071,True
157,10000568965,GEORGEWA 138 KV GEORGEWA-KAMMER2,GEORGEWA_138 KV_GEO-KAM:ACTUAL,low,0.633333,True,KAMMER2 138KV - GEORGEWA 138KV (GEORGEWA 138 KV GEO-KAM),high,0.890114,False
158,10015743081,TRENTON2138 KV  TRE-COL1,,low,0.411429,True,COLLEGEC 138KV - TRENTON2 138KV (TRENTON2 138 KV TRE-COL1),low,0.585714,True
159,10018983371,BIGPINET_138KVBIG-KIS_1_LN,,low,0.361364,True,KISKIVAL 138KV - BIGPINET 138KV (BIGPINET 138 KV BIG-KIS),low,0.533333,True
160,10001837101,LINE 230 KV CEDARGRO-ROSELAND CED-ROSY,CEDARSUB_230 KV_CED-ROSY:L230.Roseland-William.S-2297,low,0.521154,True,CEDARGRO-ROSELAND CED-ROSY  A  230 KV,low,0.619231,True
161,10002898173,PLEASNTV-ASHBURN 274D A 230 KV,PLEASNTV_230 KV_274D:L230.GooseCreek-Ashburn-Beaumeade.227,low,0.611429,True,PLEASNTV 230KV - ASHBURN 230KV (PLEASNTV 230 KV 274D),high,0.86125,False
162,10018995134,NOTTINGH_NOT2302-3_1_LN,,low,0.31,True,NOTTINGH_NOT2302-3_1_LN,medium,0.8,False
163,10018482481,NORTH PORT - ALBIONIM L/O ROBISON PARK 345/138 T5 XF,,low,0.247436,True,,low,0.397072,True
164,10000566172,ROXBURY 115 KV ROXBURY-SHADEGAP KR 1075,,low,0.457792,True,ROXBURY-SHADEGAP KR 1075    B  115 KV,high,0.861126,True
165,10017125345,GLENBROO69 KV   GLE-KOON,GLENBROO_69 KV_GLE-KOON:ACTUAL,low,0.596429,True,,low,0.42803,True
166,10000565539,HARWOOD 230 KV HARWOOD-SUSQUEHA,HARWOOD_230 KV_HAR-SUS:ACTUAL,low,0.6975,True,SUSQUEHA 230KV - HARWOOD 230KV (HARWOOD 230 KV HAR-SUS),high,0.937821,False
167,10000566176,SEWARD 115 KV SEWARD-TOWER51 H1H2 1097,SEWARD_115 KV_SEW-TOW:ACTUAL,low,0.623333,True,SEWARD 115KV - TOWER51 115KV (SEWARD 115 KV SEW-TOW),high,0.884026,False
168,10016737405,CRESCENT RIDGE - 7713 138 L/O KEWANEE EAST - BUREAU,,low,0.243333,True,Crescent Ridge - 7713 138 l/o Kewanee East - Bureau,medium,0.8,False
169,10019166891,STATE LN- ROXANA 138 KV L/O SHEFFIELD XFMR 345/138 KV,,low,0.446364,True,STATE LINE-ROXANA 138 KV L/O SHEFFIELD 345/138-KV XFMR,low,0.626055,True
170,10015856962,BELLEFON138 KV  T3,,low,0.441667,True,BELLEFON 138KV - BELLEFON 69KV (BELLEFON 138 KV T3),low,0.655,True
171,10016765016,RAPPAHAN115 KV  RAP-WHIT,,low,0.426364,True,RAPPAHAN 115KV - WHITESTN 115KV (RAPPAHAN 115 KV RAP-WHIT),medium,0.7375,True
172,10016737045,EAST MOLINE 345/161 KV 9T1 L/O QUAD CITIES - SUB91 345KV,,low,0.378571,True,SUB 39 345KV - SUB 39 161KV (SUB 39 345 KV 9T1),low,0.500794,True
173,10017458598,HINSHAW - BURR OAK 345 KV L/O WILTON CENTER - DUMONT 765 KV,BURR_OAK_345 KV_BUR-HINS:Dumont-Wilton Center 765kV,low,0.642157,True,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,medium,0.740476,True
174,10016743700,MONROE-LALLENDORF 345 KV L/O LULU 345 KV SUB,LULU_345 KV_LUL-MON:Monroe-Lallendorf 345 kV,low,0.594545,True,Monroe-Bayshore 345 kV l/o Lulu 345 kV Sub,high,0.851667,False
175,10019047730,LINVFT_230KVLIN-VFT1_1_LN,,low,0.391667,True,,low,0.196667,True
176,10015848469,SAPONY  230 KV  TX2,SAPONY_230 KV_TX2:ACTUAL,medium,0.77,True,SAPONY 230KV - SAPONY 35KV (SAPONY 230 KV TX2),low,0.51,True
177,10004215694,HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,medium,0.807143,False,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),low,0.543344,True
178,10000465784,CONASTON 500 KV CONASTON 500-4 XFORMER,,low,0.46,True,CONASTON 500KV - CONASTON 230KV (CONASTON 500 KV 500-4),low,0.661905,True
179,10004187721,DOUBS   500 KV  DOU-GOO,DOUBS_500 KV_DOU-GOO:L500.BurchesHill-PossumPoint.560,low,0.683333,True,DOUBS 500KV - GOOSECRE 500KV (DOUBS 500 KV DOU-GOO),high,0.86369,False
180,10000566797,BUTL APS 138 KV BUTL APS-KARNSCIT KC-BT,BUTL APS_138 KV_BUT-KAR:ACTUAL,low,0.6,True,BUTL APS 138KV - KARNSCIT 138KV (BUTL APS 138 KV BUT-KAR),medium,0.848929,True
181,10002864514,CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-GAR:ACTUAL,medium,0.731538,True,GARDNERS 115KV - CARL PN 115KV (CARL PN 115 KV CAR-GAR),high,0.94615,True
182,10002885534,PRESTON-TANYARD 6716-5 B 69 KV,PRESTON_69 KV_PRE-TAN:ACTUAL,low,0.6875,True,TANYARD 69KV - PRESTON 69KV (PRESTON 69 KV PRE-TAN),high,0.93552,True
183,10017144838,911INDUS138 KV  911-NEWC,,low,0.415714,True,NEWCASOE 138KV - 911INDUS 138KV (911INDUS 138 KV 911-NEWC),low,0.658333,True
184,10016469532,KERRDAM 115 KV  1019A,KERRDAM_115 KV_1019A:ACTUAL,medium,0.72,True,KERRDAM 115KV - PALMERSP 115KV (KERRDAM 115 KV 1019A),medium,0.816667,False
185,10018280441,GRACETON230 KV  GRA-MANO,GRACETON_230 KV_GRA-MANO:500/230.Conastone.500-2,low,0.581429,True,GRACETON230 KV  GRA-SAF,medium,0.767827,True
186,10017107467,MAHOMET - OCB 1303 L/O DUMONT - WILTONCENTER 765KV,,low,0.316364,True,Bunsonvill-Eugene 345 l/o WiltonCenter-Dumont 765,low,0.507835,True
187,10000565483,CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:500/230.Juniata.T2,medium,0.826623,True,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),high,0.949007,False
188,10004183718,MEHOOPAN115 KV  MEH-NME1,MEHOOPAN_115 KV_MEH-NME1:ACTUAL,low,0.596429,True,,low,0.418182,True
189,10015937600,974 ZION345 KV  PLPL41,,low,0.454444,True,PLEAS PR 345KV - 974 ZION 345KV (974 ZION 345 KV PLPL41),low,0.634286,True
190,10016433396,LENOX-MACNEW_T LEN-MAC     A  115 KV,LENOX_115 KV_LEN-MAC:ACTUAL,low,0.629487,True,LENOX 115KV - MACNEW_T 115KV (LENOX 115 KV LEN-MAC),high,0.944921,False
191,10004236900,EDISON2 138 KV  EDI-OLI1,EDISON2_138 KV_EDI-OLI1:345/138.Twinbranch.6 & 7,medium,0.767143,True,OLIVE 138KV - EDISON2 138KV (EDISON2 138 KV EDI-OLI1),high,0.855357,True
192,10000566694,ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:ACTUAL,low,0.582857,True,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),medium,0.847949,True
193,10019002645,BERGEN_230KVBER-HUD_1_LN,,low,0.391667,True,,low,0.275325,True
194,10002867581,NEWBERRY-ROUNDTOP 975-1 A 115 KV,NEWBERRY_115 KV_NEW-ROU:ACTUAL,low,0.629487,True,NEWBERRY 115KV - ROUNDTOP 115KV (NEWBERRY 115 KV NEW-ROU),high,0.887778,False
195,10001837101,LINE 230 KV CEDARGRO-ROSELAND CED-ROSY,CEDARSUB_230 KV_CED-ROSY:L230.Roseland-William.S-2297,low,0.545588,True,CEDARGRO-ROSELAND CED-ROSY  A  230 KV,medium,0.82451,True
196,10017423547,BROADVW 138 KV  BRO-FIN,BROADVW_138 KV_BRO-FIN:ACTUAL,medium,0.807143,False,FINLEY 138KV - BROADVW 138KV (BROADVW 138 KV BRO-FIN),low,0.550833,True
197,10016031411,BIGSANDY138 KV  BIG-BUS1,BIGSANDY_138 KV_BIG-BUS1:ACTUAL,low,0.596429,True,BIGSANDY138 KV  BIG-GRA1,low,0.503333,True
198,10000566961,GORE APS 138 KV GORE APS-STONEWAL JST4,GORE APS_138 KV_GOR-STO:L500.Bedington-Doubs,low,0.592017,True,GORE APS 138KV - STONEWAL 138KV (GORE APS 138 KV GOR-STO),high,0.881116,False
199,10019088483,KEYSTONE_230KVKEY-SHE_1_LN,,low,0.391667,True,,low,0.218182,True
200,10016682348,LAUSCHTO500 KV  T3,,low,0.435,True,LAUSCHTO 500KV - LAUSCHTO 230KV (LAUSCHTO 500 KV T3),low,0.653333,True
201,10000566722,BEDINGTO 500 KV BEDINGTO-BLACKOAK 500KV,BEDINGTO_500 KV_BED-BLA:Keystone-Juniata 500kV,low,0.636667,True,BED-BLA contingency 24,low,0.658182,True
202,10016743580,CRESCENT-7713 138 L/O KEWANEE-STREATOR 6101 138,,low,0.1875,True,Crescent-7713 138 l/o Kewanee-Streator 6101 138,medium,0.8,True
203,10015883529,LACKAWAN500 KV  4,,low,0.178571,True,LACKAWAN500 KV  4,low,0.6375,True
204,10018669938,BUNSONVILLE - EUGENE TIE 345KV L/O DUMONT - WILTON CENTER 765KV,EUGENE_345 KV_EUG-BUN1:Dumont-Wilton Center 765kV,low,0.611806,True,Maroa -E GooseCreek 345 kV l/o Wilton Center-Dumont 765 kV,medium,0.705,True
205,10002484779,CEDARSUB230 KV CED-WILF,CEDARSUB_230 KV_CED-WILF:ACTUAL,low,0.596429,True,,low,0.497222,True
206,10002871585,MEHOOPAN115 KV  MEH-NME2,MEHOOPAN_115 KV_MEH-NME2:ACTUAL,low,0.596429,True,,low,0.418182,True
207,10000568994,GRANT 138 KV GRANT-GREENTO2,GRANT_138 KV_GRA-GRE1:ACTUAL,low,0.692045,True,GREENTO2 138KV - GRANT 138KV (GRANT 138 KV GRA-GRE1),high,0.926667,False
208,10002233506,AP SOUTH REACTIVE TRANSFER INTERFACE,,low,0.465,True,TRANSFER INTERFACE: APSOUTH,low,0.630577,True
209,10016022130,1808    138 KV  1808 3,,low,0.25,True,,low,0.175,True
210,10001827419,MIAMIFOR138 KV MIA-HEB,MIAMIFOR_138 KV_MIA-HEB:ACTUAL,low,0.596429,True,MIAMIFOR138 KV  MIA-HEB,low,0.6675,True
211,10000565278,EDDINGTO 230 KV EDDINGTO-HOLMETAP 220-56,EDDINGTO_230 KV_EDD-HOLT:ACTUAL,low,0.633333,True,EDDINGTO 230KV - HOLMETAP 230KV (EDDINGTO 230 KV EDD-HOLT),high,0.892212,False
212,10002384305,NOTTINGH 230 KV NOTTINGHM 2-3 SER DEV,,low,0.47563,True,NOTTINGHM 1-3 SER DEV       A  230 KV,high,0.866721,True
213,10002497063,STATELIN-17WOLFLK NIP TIE A 138 KV,7 STATE_138 KV_STA-17W1:345L17703 Burnham-Munster 345 kV Tie Line,low,0.600327,True,STATELIN-17WOLFLK NIP TIE   A  138 KV,low,0.640414,True
214,10000565483,CUMB PL 230 KV CUMB PL-JUNIATA 2235,CUMB PL_230 KV_CUM-JUN:500/230.Juniata.T2,medium,0.824242,True,JUNIATA 230KV - CUMB PL 230KV (CUMB PL 230 KV CUM-JUN),low,0.64041,True
215,10018976739,02LYONS_138KV02L-02F1_1_LN,,low,0.391667,True,,low,0.218182,True
216,10016433309,BENTONHA138 KV  BEN-CRY1,BENTONHA_138 KV_BEN-CRY1:345/138.Olive.T2(Sctnlz),low,0.511616,True,BENTONHA 138KV - CRYSTAL 138KV (BENTONHA 138 KV BEN-CRY1),medium,0.733333,True
217,10018983489,CEDARCRE_230KVCED-SIL_1_LN,,low,0.361364,True,SILVERUN 230KV - CEDARCRE 230KV (CEDARCRE 230 KV CED-SIL),low,0.533333,True
218,10016052021,LACKAWAN500 KV  3,,low,0.178571,True,LACKAWAN500 KV  4,low,0.6375,True
219,10000569248,LOCKWOOD 138 KV LOCKWOOD-RICHLND TIE,LOCKWOOD_138 KV_LOC-RIC1:ACTUAL,low,0.586154,True,LOCKWOOD 138KV - RICHLND 138KV (LOCKWOOD 138 KV LOC-RIC1),high,0.851783,False
220,10016743796,MAPLEST - CHRYSLER 138 KV L/O HIGHLANDPARK - NEWLONDON 230 KV,,low,0.314336,True,,low,0.479091,True
221,10017004564,BEAUMEAD 274T2206 CB,BEAUMEAD 274T2206 CB 230 KV:L230.EVERGREENMILLS-YARLEYRIDGE.2209,low,0.533333,True,BEAUMEAD 274T2206 CB,medium,0.833333,False
222,10004236903,EELKHART138 KV  EEL-MOT1,,low,0.385714,True,EELKHART138 KV  EEL-MOT1,low,0.666667,True
223,10000565529,FRACKVIL 230 KV FRACKVIL-SIEGFRIE,FRACKVIL_230 KV_FRA-SIE:ACTUAL,low,0.633333,True,FRACKVIL 230KV - SIEGFRIE 230KV (FRACKVIL 230 KV FRA-SIE),high,0.892212,False
224,10018983355,179 BLOOM  45TR84 CT       H  345 KV,,low,0.327778,True,171 WEMPLET 45TR84 CT       H  345 KV,low,0.630357,True
225,10000570042,HARWGATE 230 KV HARWGATE-LOCKS 205C,HARWGATE_230 KV_205C:L500.Carson-Midlothian.563,low,0.522222,True,LOCKS 230KV - HARWGATE 230KV (HARWGATE 230 KV 205C),high,0.86369,False
226,10016662044,ESIDELIM138 KV  ESI-NDE1,,low,0.361111,True,ESIDELIM138 KV  ESI-NDE1,high,0.978571,False
227,10000568636,COLLEGEC 138 KV COLLEGEC-COLLINSV,COLLEGEC_138 KV_COL-COL6:ACTUAL,low,0.633333,True,COLLEGEC 138KV - COLLINSV 138KV (COLLEGEC 138 KV COL-COL6),high,0.890114,False
228,10016933148,AUSTIN-TAYLOR 138 KV L/O PANA-AUSTIN 345 KV,AUSTIN_138 KV_AUS-TAY:Pana - Austin 345 kV,low,0.525,True,AUSTIN 138KV - TAYLORV3 138KV (AUSTIN 138 KV AUS-TAY),low,0.59,True
229,10000566128,HOOVERSV 115 KV HOOVERSV-TOWER51 H1H2 1071,HOOVERSV_115 KV_HOO-TOW:ACTUAL,low,0.612727,True,TOWER51 115KV - HOOVERSV 115KV (HOOVERSV 115 KV HOO-TOW),low,0.544406,True
230,10000566694,ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:ACTUAL,low,0.586154,True,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),medium,0.849218,False
231,10000565486,DAUPHIN 230 KV DAUPHIN-JUNIATA 1087,DAUPHIN_230 KV_DAU-JUN:500/230.Juniata.T1,medium,0.807778,False,JUNIATA 230KV - DAUPHIN 230KV (DAUPHIN 230 KV DAU-JUN),low,0.62803,True
232,10000569349,MOREHEAD 69 KV MOREHEAD-KUMOR TIE,MOREHEAD_69 KV_MOR-KUM1:ACTUAL,low,0.612727,True,,low,0.485714,True
233,10000565947,JACK ME 230 KV JACK ME-TMI 1051,JACK ME_230 KV_JAC-TMI:500/230.Conastone.500-4,medium,0.811111,True,TMI 230KV - JACK ME 230KV (JACK ME 230 KV JAC-TMI),high,0.935128,True
234,10016077049,CENTRVIL138 KV  CEN-REU1,CENTRVIL_138 KV_CEN-REU1:L765.Cloverdale-JoshuaFalls,low,0.522222,True,CENTRVIL 138KV - REUSENS 138KV (CENTRVIL 138 KV CEN-REU1),medium,0.732937,True
235,10016239903,CHARGER 138 KV  CHA-COU,CHARGER_138 KV_CHA-COU:ACTUAL,medium,0.767143,False,COUNTRYS 138KV - CHARGER 138KV (CHARGER 138 KV CHA-COU),high,0.86369,False
236,10016051109,CARROLTO138 KV  CAR-CLI1,CARROLTO_138 KV_CAR-CLI1:ACTUAL,low,0.596429,True,,low,0.417222,True
237,10016242176,DESOTO  138 KV  DES-SEL,DESOTO_138 KV_DES-SEL:ACTUAL,medium,0.807143,False,DESOTO 138KV - SELMAPAR 138KV (DESOTO 138 KV DES-SEL),low,0.551136,True
238,10004215694,HOWARD2 138 KV  HOW-MEL1,HOWARD2_138 KV_HOW-MEL1:ACTUAL,medium,0.767143,False,MELMORE 138KV - HOWARD2 138KV (HOWARD2 138 KV HOW-MEL1),high,0.855357,True
239,10000566799,BUTL APS 138 KV BUTL APS-SHANORMA KND-BT,BUTL APS_138 KV_BUT-SHA:ACTUAL,low,0.6,True,BUTL APS 138KV - SHANORMA 138KV (BUTL APS 138 KV BUT-SHA),medium,0.848929,False
240,10000466200,HOMERCIT 345 KV HOMERCIT S.AUTO-P XFORMER,HOMERCIT_345 KV_S.AUTO-P:ACTUAL,medium,0.706061,True,HOMERCIT 1KV - HOMERCIT 345KV (HOMERCIT 345 KV S.AUTO-P),low,0.514167,True
241,10017081084,CHICAGO - PRAXAIR3 138 KV L/O BURNHAM - MUNSTER 345 KV,,low,0.45,True,Hendrktp-Westmltp 138 l/o Burnham-Munster 345,low,0.6,True
242,10002231563,DANVILLE-EDANVILL B 138 KV,DANVILLE_138 KV_DAN-EDA1:ACTUAL,low,0.633333,True,EDANVILL 138KV - DANVILLE 138KV (DANVILLE 138 KV DAN-EDA1),high,0.890114,False
243,10000579198,MAHANSLA 138 KV MAHANS LANE-TIDD,MAHANSLA_138 KV_MAH-TID:L345.Tidd-Collier,low,0.616667,True,TIDD_AEP 138KV - MAHANSLA 138KV (MAHANSLA 138 KV MAH-TID),medium,0.792986,True
244,10016996238,GREENTOWN 765/138 KV XFMR 3 L/O DUMONT-SORENSON765 KV,,low,0.493434,True,Greentown 765/138 kV xfmr 3 l/o Dumont-Sorenson765 kV,high,0.95,False
245,10004236144,BAGLEY - GRACETON 2305 B 230 KV,GRACETON_230 KV_230-1:L230.Graceton-Bagley.2304,medium,0.72,True,BAGLEY - GRACETON 2304      A  230 KV,high,0.983333,False
246,10016894148,BRUNSWIC230 KV  BRU-MEA,BRUNSWIC_230 KV_BRU-MEA:ACTUAL,low,0.561429,True,BRUNSWIC230 KV  BUR-MEA,medium,0.813889,False
247,10002915154,08LAPLJT138 KV  08L-SAN1,08LAPLJT_138 KV_08L-SAN1:ACTUAL,low,0.596429,True,08LAPLJT138 KV  08L-SAN1,low,0.655,True
248,10004177767,SHAWVILL115 KV  BNK 1A-S,SHAWVILL_115 KV_BNK 1A-S:ACTUAL,low,0.637879,True,SHAWVILL 1KV - SHAWVILL 115KV (SHAWVILL 115 KV BNK 1A-S),medium,0.789048,True
249,10015851704,CONCORD 138 KV  CON-COU,CONCORD_138 KV_CON-COU:ACTUAL,medium,0.767143,False,CONCORD 138KV - COUNTRYS 138KV (CONCORD 138 KV CON-COU),high,0.86369,False
250,10000565443,BERWICK 69 KV BERWICK-KOONSVIL,,low,0.355714,True,BERWICK 69 KV   BER-KOO,high,0.915201,False
251,10018981399,GARDNERS_115KVGAR-TEX_1_LN,,low,0.361364,True,TEXSEAST 115KV - GARDNERS 115KV (GARDNERS 115 KV GAR-TEX),low,0.533333,True
252,10016896000,NUCOR-WHITESTOWN 345KV L/O DREESSER-SUGARCREEK 345KV,,low,0.446364,True,NUCOR 345KV - WHITESTO 345KV (NUCOR 345 KV NUC-WHI1),low,0.658874,True
253,10000466607,BLACKOAK 500 KV BLACKOAK TRAN 3 XFORMER,BLACKOAK_500 KV_TRAN 3:ACTUAL,low,0.565873,True,BLACKOAK500 KV  TRAN  3,medium,0.714935,True
254,10018995132,SALTSPRG_138KVSAL-MAS1_1_LN,,low,0.361364,True,SALTSPRG 138KV - MASURY 138KV (SALTSPRG 138 KV SAL-MAS1),low,0.533333,True
255,10002864514,CARL PN-GARDNERS 1049 B 115 KV,CARL PN_115 KV_CAR-GAR:L115.Hunterstown-TexasEastern-Gardners.991,medium,0.75,True,CARL PN 115KV - GARDNERS 115KV (CARL PN 115 KV CAR-GAR),high,0.94615,False
256,10016998208,MAP-CHRYSLR 13811 L\O GREENTOWN-DELCO 13810,MAPLECIN_138 KV_MAP-08C1:Greentown-Delco 138 kV,low,0.6,True,MAPLECIN 138KV - 08CHRYSL 138KV (MAPLECIN 138 KV MAP-08C1),low,0.585,True
257,10000565449,BRUNNERI 230 KV BRUNNERI-WHEMPFIE 2305,BRUNNERI230 KV BRU-WHE CONASTONE 500-3 TRANSFORMER,low,0.601538,True,BRUNNERI 230KV - WHEMPFIE 230KV (BRUNNERI 230 KV BRU-WHE),high,0.892212,False
258,10003089934,CAYUGA STARBUS TR 9-P L/O CAYUGA-NUCOR 345,CAYUGA2_345 KV_9-P:Nucor-Cayuga 345 kV,low,0.6,True,CAYUGA2 345KV - CAYUGA2 1KV (CAYUGA2 345 KV 9-P),low,0.581667,True
259,10000465753,MOUN UGI 230 KV MOUN UGI 3 XFORMER,MOUN UGI_230 KV_2:ACTUAL,low,0.561429,True,MOUN UGI 230KV - MOUN UGI 69KV (MOUN UGI 230 KV 1),medium,0.744048,True
260,10017128837,ELKRUNDP230 KV  ELK-ROLN,ELKRUNDP_230 KV_ELK-ROLN:L500.Loudoun-Morrisville.569,low,0.522222,True,ROLNSFRD 230KV - ELKRUNDP 230KV (ELKRUNDP 230 KV ELK-ROLN),medium,0.737987,True
261,10018982103,NEWBERRY_115KVNEW-ROU_1_LN,,low,0.358333,True,NEWBERRY 115KV - ROUNDTOP 115KV (NEWBERRY 115 KV NEW-ROU),low,0.535294,True
262,10015882116,HOPEWEL4230 KV  228A,,low,0.285,True,HOPEWEL4230 KV  211A,low,0.542222,True
263,10018976742,CONASTON_230KVCNS-NOR2_1_LN,,low,0.361364,True,CONASTON 230KV - NRTHWES2 230KV (CONASTON 230 KV CNS-NOR2),low,0.533333,True
264,10000566694,ALLDAM6 138 KV ALLDAM6-KITTANNI SP-KT,ALLDAM6_138 KV_ALL-KIT:ACTUAL,low,0.586154,True,ALLDAM6 138KV - KITTANNI 138KV (ALLDAM6 138 KV ALL-KIT),medium,0.849218,True
265,10000567738,20 BRAID 345 KV 20 BRAID-66 E FRN 2003,66 E FRN_345 KV_6608:ACTUAL,low,0.627778,True,20 BRAID 345KV - 66 E FRN 345KV (20 BRAID 345 KV 2003),high,0.915201,True
